task_id,global_sample_id,split,data_origin,domain,dashboard_id,chart_count,chart_types,instruction_type,num_operations,operations,propagation_scope,instruction,code_exists,pred_image_exists,pred_image_status,render_status,render_returncode,code_executability,code_quality,explicit_relation_label_available,overall_score,low_level_edit_accuracy,high_level_score,relation_conditioned_fidelity,multi_chart_relation_accuracy,relation_scope_f1,relation_scope_accuracy,relation_expected_edit_fidelity,relation_nonaffected_preservation,relation_label_visual_coverage,relation_labeled_endpoint_count,visual_structural_similarity,preservation_accuracy,full_ssim,noop_full_ssim,full_ssim_improvement,full_mse,full_mae,edit_visual_score,noop_edit_mse,pred_edit_mse,preserve_mae,preserve_changed_pixel_rate,affected_chart_f1,affected_chart_precision,affected_chart_recall,reference_affected_cells,predicted_affected_cells,matched_affected_cells,affected_region_similarity,reference_affected_chart_ids_json,predicted_affected_chart_ids_json,relation_edge_consistency,relation_edge_action_accuracy,relation_edge_endpoint_accuracy,relation_edge_check_count,relation_node_fidelities_json,relation_metric_applicable,layout_id,canvas_aspect_score,metric_width,metric_height,target_changed_pixel_rate,operation_count,counterfactual_operation_count,scorable_edit_operation_count,counterfactual_coverage,operation_scores_json,charteditor_full_rarm,charteditor_edit_rarm,charteditor_full_layout,charteditor_full_text,charteditor_edit_layout,charteditor_edit_text
synthetic_sample_920915,synthetic/sample_920915,synthetic,synthetic_relation_augmented_qc,hospital_operations,dashboard_aug_0433,5,lollipop;waterfall;candlestick;stacked_bar;dot_plot,complex_relation,5,modify_style;change_axis_label;change_axis_label;change_axis_label;change_axis_label,relation_augmented,"Make the dashboard easier to compare: use dark blue subplot titles with light dashed gridlines, and rename the y-axis to ""Comparable value"" on the related numeric subplots.",1,1,2683x1536,ok,0,1.0,1.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6289599472656846,1.0,9,0.0,0.7499383191349199,0.47464311938930254,0.988350970974434,0.0,1967.6259765625,20.865304946899414,0.0,2863.367431640625,7560.150390625,20.327417373657227,0.22110987418008826,1.0,1.0,1.0,5,5,5,0.0,"[""chart_1"", ""chart_2"", ""chart_3"", ""chart_4"", ""chart_5""]","[""chart_1"", ""chart_2"", ""chart_3"", ""chart_4"", ""chart_5""]",0.0,0.0,0.0,10,"{""chart_1"": 0.0, ""chart_2"": 0.0, ""chart_3"": 0.0, ""chart_4"": 0.0, ""chart_5"": 0.0}",1,regular_grid,0.49417728312607756,512,246,0.008662029979674796,5,5,5,1.0,"[{""operation_index"": 1, ""operation"": ""modify_style"", ""score"": 0.0, ""visual_source"": ""operation_counterfactual"", ""code_evidence_diagnostic_only"": 1.0, ""changed_pixel_rate"": 0.004731961382113821, ""counterfactual_noop_mse"": 409.1448669433594, ""prediction_mse"": 7975.30810546875}, {""operation_index"": 2, ""operation"": ""change_axis_label"", ""score"": 0.0, ""visual_source"": ""operation_counterfactual"", ""code_evidence_diagnostic_only"": 1.0, ""changed_pixel_rate"": 0.0009448043699186992, ""counterfactual_noop_mse"": 6160.0615234375, ""prediction_mse"": 7861.02783203125}, {""operation_index"": 3, ""operation"": ""change_axis_label"", ""score"": 0.0, ""visual_source"": ""operation_counterfactual"", ""code_evidence_diagnostic_only"": 1.0, ""changed_pixel_rate"": 0.0010003810975609756, ""counterfactual_noop_mse"": 5688.57421875, ""prediction_mse"": 6516.9365234375}, {""operation_index"": 4, ""operation"": ""change_axis_label"", ""score"": 0.0, ""visual_source"": ""operation_counterfactual"", ""code_evidence_diagnostic_only"": 1.0, ""changed_pixel_rate"": 0.0010162601626016261, ""counterfactual_noop_mse"": 5503.796875, ""prediction_mse"": 6267.140625}, {""operation_index"": 5, ""operation"": ""change_axis_label"", ""score"": 0.0, ""visual_source"": ""operation_counterfactual"", ""code_evidence_diagnostic_only"": 1.0, ""changed_pixel_rate"": 0.0009686229674796748, ""counterfactual_noop_mse"": 5949.09814453125, ""prediction_mse"": 7672.541015625}]",,,,,,
real_sample_000445,real/sample_000445,real,real,owid,dashboard_0030,2,funnel;gantt,multi_step,3,modify_color;rename_label;add_event_marker,relation_or_scope_aware,"Within the related country or region panels, recolor Guinea to red. In the related country or region panels, replace the label Guinea with Guinea (updated). Mark 1925 with a red vertical line labeled ""Event 1925"" in all time-series panels. Make the scoped edits consistently across the related charts without disturbing the rest of the dashboard.",1,1,1500x600,ok,0,1.0,1.0,0,0.2520652374919897,0.3232279283991865,0.19384121765882872,,,,,,,,,0.05053611775184751,0.7435161095666822,0.6011665833122685,0.9900793200111193,0.0,3501.146484375,22.828035354614258,0.19388102749533265,17049.271484375,13743.7412109375,20.462818145751953,0.22937775767872204,1.0,1.0,1.0,2,2,2,0.10201795964914329,"[""chart_1"", ""chart_2""]","[""chart_1"", ""chart_2""]",,,,0,"{""chart_1"": 0.20403591929828657, ""chart_2"": 0.0}",0,regular_grid,0.434425503144053,512,166,0.037356457078313254,3,3,3,1.0,"[{""operation_index"": 1, ""operation"": ""modify_color"", ""score"": 0.20403591929828657, ""visual_source"": ""operation_counterfactual"", ""code_evidence_diagnostic_only"": 1.0, ""changed_pixel_rate"": 0.03568571159638554, ""counterfactual_noop_mse"": 17571.943359375, ""prediction_mse"": 13986.6357421875}, {""operation_index"": 2, ""operation"": ""rename_label"", ""score"": 0.765647865899273, ""visual_source"": ""operation_counterfactual"", ""code_evidence_diagnostic_only"": 1.0, ""changed_pixel_rate"": 0.0014001317771084338, ""counterfactual_noop_mse"": 13870.1708984375, ""prediction_mse"": 3250.504150390625}, {""operation_index"": 3, ""operation"": ""add_event_marker"", ""score"": 0.0, ""visual_source"": ""operation_counterfactual"", ""code_evidence_diagnostic_only"": 1.0, ""changed_pixel_rate"": 0.0016707454819277108, ""counterfactual_noop_mse"": 5885.49755859375, ""prediction_mse"": 8555.7158203125}]",,,,,,
real_sample_001023,real/sample_001023,real,real,air_quality_environment,dashboard_0068,3,scatter;strip_plot;dual_axis_line_bar,multi_step,3,add_reference_line;set_y_scale;preserve_unrelated_charts,relation_or_scope_aware,"Add a purple reference line labeled ""Reference mean"" at the mean value in the third subplot. For charts with numeric y-values, display the y-axis on a logarithmic scale. Leave charts outside that scope unchanged.",1,1,2250x1500,ok,0,1.0,1.0,0,0.3169218556923439,0.19148176539401365,0.4195546568455231,,,,,,,,,0.2075703322847389,0.848031161983675,0.6487445295277751,0.8649165988382603,0.0,721.1864013671875,12.72911548614502,0.38251019941002223,2862.5947265625,1767.623046875,11.61959457397461,0.1392885549297414,1.0,1.0,1.0,3,3,3,0.2549978883228489,"[""chart_1"", ""chart_2"", ""chart_3""]","[""chart_1"", ""chart_2"", ""chart_3""]",,,,0,"{""chart_1"": 0.0, ""chart_2"": 0.23850239559063646, ""chart_3"": 0.5264912693779102}",0,regular_grid,0.9044217757892127,512,333,0.09298165352852852,3,2,2,1.0,"[{""operation_index"": 1, ""operation"": ""add_reference_line"", ""score"": 0.0, ""visual_source"": ""operation_counterfactual"", ""code_evidence_diagnostic_only"": 1.0, ""changed_pixel_rate"": 0.0023636918168168167, ""counterfactual_noop_mse"": 3992.0966796875, ""prediction_mse"": 8384.515625}, {""operation_index"": 2, ""operation"": ""set_y_scale"", ""score"": 0.3829635307880273, ""visual_source"": ""operation_counterfactual"", ""code_evidence_diagnostic_only"": 1.0, ""changed_pixel_rate"": 0.09401393581081081, ""counterfactual_noop_mse"": 2829.1201171875, ""prediction_mse"": 1745.6702880859375}, {""operation_index"": 3, ""operation"": ""preserve_unrelated_charts"", ""score"": 0.848031161983675, ""visual_source"": ""preservation_region"", ""code_evidence_diagnostic_only"": null}]",,,,,,
synthetic_sample_920967,synthetic/sample_920967,synthetic,synthetic_relation_augmented_qc,agriculture_food,dashboard_aug_0442,2,line;heatmap,complex_relation,3,add_dashboard_title;modify_color;preserve_data_values,relation_augmented,"Add the title ""Agriculture Food Edited Dashboard"" and use red to emphasize North consistently across every subplot where that label appears.",1,1,2400x1050,ok,0,1.0,1.0,1,0.2008949208729936,0.11367620087352451,0.2478588470265539,0.09816394770475713,0.09816394770475713,0.6666666666666666,0.0,0.0,0.35381126403808594,1.0,1,0.06201245991065226,0.76707935911309,0.4520512396762332,0.6018661635764468,0.0,3234.022705078125,28.500286102294922,0.22543945988260974,9201.4140625,7127.05224609375,20.409868240356445,0.19607054787177014,0.6666666666666666,0.5,1.0,1,2,1,0.26619750472104464,"[""chart_1""]","[""chart_1"", ""chart_2""]",0.24540986926189282,0.0,0.26619750472104464,1,"{""chart_1"": 0.36932416271291046, ""chart_2"": 0.16307084672917882}",1,regular_grid,0.45845611901707617,512,184,0.20796535326086957,3,2,2,1.0,"[{""operation_index"": 1, ""operation"": ""add_dashboard_title"", ""score"": 0.22735240174704902, ""visual_source"": ""operation_counterfactual"", ""code_evidence_diagnostic_only"": 1.0, ""changed_pixel_rate"": 0.20774244225543478, ""counterfactual_noop_mse"": 9209.9501953125, ""prediction_mse"": 7116.0458984375}, {""operation_index"": 2, ""operation"": ""modify_color"", ""score"": 0.0, ""visual_source"": ""operation_counterfactual"", ""code_evidence_diagnostic_only"": 1.0, ""changed_pixel_rate"": 0.003916864809782609, ""counterfactual_noop_mse"": 14195.6279296875, ""prediction_mse"": 18475.404296875}, {""operation_index"": 3, ""operation"": ""preserve_data_values"", ""score"": 0.76707935911309, ""visual_source"": ""preservation_region"", ""code_evidence_diagnostic_only"": null}]",,,,,,
real_sample_000823,real/sample_000823,real,real,world_bank,dashboard_0055,3,violin;radar;line,multi_step,3,filter_time_range;add_event_marker;preserve_unrelated_charts,relation_or_scope_aware,"For all time-series panels, restrict the x-axis range to 1980-2011. Mark 1994 with a red vertical line labeled ""Event 1994"" in all time-series panels. Leave charts outside that scope unchanged.",1,1,3000x1500,ok,0,1.0,1.0,0,0.3484620189544495,0.35991591124358857,0.33909065253606296,,,,,,,,,0.12971455254050304,0.8864269149865047,0.6882885334546631,0.9564340858212595,0.0,411.32635498046875,9.531582832336426,0.4490461372650865,4639.21142578125,2555.991455078125,9.057902336120605,0.10159166830418549,0.5,0.3333333333333333,1.0,1,3,1,0.4490461372650865,"[""chart_3""]","[""chart_1"", ""chart_2"", ""chart_3""]",,,,0,"{""chart_1"": 0.8329246640205383, ""chart_2"": 0.9017073959112167, ""chart_3"": 0.4490461372650865}",0,wide_top,0.4814447847554112,512,213,0.020053917253521125,3,2,2,1.0,"[{""operation_index"": 1, ""operation"": ""filter_time_range"", ""score"": 0.4482137667734252, ""visual_source"": ""operation_counterfactual"", ""code_evidence_diagnostic_only"": 1.0, ""changed_pixel_rate"": 0.020695789319248828, ""counterfactual_noop_mse"": 4496.248046875, ""prediction_mse"": 2480.9677734375}, {""operation_index"": 2, ""operation"": ""add_event_marker"", ""score"": 0.2716180557137519, ""visual_source"": ""operation_counterfactual"", ""code_evidence_diagnostic_only"": 1.0, ""changed_pixel_rate"": 0.0011370305164319248, ""counterfactual_noop_mse"": 2154.156005859375, ""prediction_mse"": 1569.04833984375}, {""operation_index"": 3, ""operation"": ""preserve_unrelated_charts"", ""score"": 0.8864269149865047, ""visual_source"": ""preservation_region"", ""code_evidence_diagnostic_only"": null}]",,,,,,
synthetic_sample_920308,synthetic/sample_920308,synthetic,synthetic_relation_augmented_qc,game_analytics,dashboard_aug_0332,2,waterfall;line,complex_relation,3,add_reference_line;modify_color;preserve_data_values,relation_augmented,"For cross-panel comparison, add a purple Reference mean line to all standard numeric-y subplots and color West red wherever it appears.",1,1,1400x600,ok,0,1.0,1.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,4,0.0,0.7891282637466317,0.44644655566072317,0.9653826179131391,0.0,1960.9073486328125,19.164737701416016,0.0,8332.810546875,12560.6279296875,17.986679077148438,0.18079882582747867,1.0,1.0,1.0,2,2,2,0.0,"[""chart_1"", ""chart_2""]","[""chart_1"", ""chart_2""]",0.0,0.0,0.0,1,"{""chart_1"": 0.0, ""chart_2"": 0.0}",1,regular_grid,0.4978713600000002,512,184,0.016421110733695652,3,2,2,1.0,"[{""operation_index"": 1, ""operation"": ""add_reference_line"", ""score"": 0.0, ""visual_source"": ""operation_counterfactual"", ""code_evidence_diagnostic_only"": 1.0, ""changed_pixel_rate"": 0.009521484375, ""counterfactual_noop_mse"": 8151.779296875, ""prediction_mse"": 10083.13671875}, {""operation_index"": 2, ""operation"": ""modify_color"", ""score"": 0.0, ""visual_source"": ""operation_counterfactual"", ""code_evidence_diagnostic_only"": 1.0, ""changed_pixel_rate"": 0.007472826086956522, ""counterfactual_noop_mse"": 8972.197265625, ""prediction_mse"": 17018.55859375}, {""operation_index"": 3, ""operation"": ""preserve_data_values"", ""score"": 0.7891282637466317, ""visual_source"": ""preservation_region"", ""code_evidence_diagnostic_only"": null}]",,,,,,
real_sample_000217,real/sample_000217,real,real,geophysical_events,dashboard_0015,2,stacked_bar;bubble,multi_step,2,delete_category_or_series;add_dashboard_title,relation_or_scope_aware,"Remove the visible category or series ""volcanic eruption"" from every chart where it is plotted. Add ""Geophysical Events Edited View"" as the main title for the whole dashboard. Keep unrelated chart content unchanged.",1,1,2384x756,ok,0,1.0,1.0,0,0.4742302007813287,0.4537377220254284,0.4909967743088835,,,,,,,,,0.30616541099729405,0.7874104118961347,0.493880164281559,0.6020120275042182,0.0,2888.89892578125,24.7914981842041,0.562178333149752,13139.185546875,5752.6201171875,20.252010345458984,0.16808327087075195,1.0,1.0,1.0,2,2,2,0.493157750599386,"[""chart_1"", ""chart_2""]","[""chart_1"", ""chart_2""]",,,,0,"{""chart_1"": 0.6040867893131865, ""chart_2"": 0.3822287118855855}",0,regular_grid,0.9076758297256609,512,166,0.1680511106927711,2,2,2,1.0,"[{""operation_index"": 1, ""operation"": ""delete_category_or_series"", ""score"": 0.39243699483240985, ""visual_source"": ""operation_counterfactual"", ""code_evidence_diagnostic_only"": 0.0, ""changed_pixel_rate"": 0.0842785203313253, ""counterfactual_noop_mse"": 9908.7001953125, ""prediction_mse"": 6020.15966796875}, {""operation_index"": 2, ""operation"": ""add_dashboard_title"", ""score"": 0.515038449218447, ""visual_source"": ""operation_counterfactual"", ""code_evidence_diagnostic_only"": 1.0, ""changed_pixel_rate"": 0.11902296686746988, ""counterfactual_noop_mse"": 10877.78125, ""prediction_mse"": 5275.3056640625}]",,,,,,
synthetic_sample_920070,synthetic/sample_920070,synthetic,synthetic_relation_augmented_qc,climate_resilience,dashboard_aug_0292,3,line;grouped_bar;stacked_area,complex_relation,3,modify_style;rename_label;preserve_unrelated_charts,relation_augmented,Use a consistent cleaned-up style across the dashboard and rename Central to Central (updated) in all related subplots where it appears.,1,1,1400x1000,ok,0,1.0,1.0,1,0.28993956233032836,0.0871864578602275,0.39911431089115185,0.30965914518418247,0.30965914518418247,1.0,0.4577743466020536,0.2095573524069371,1.0,1.0,6,0.09056584269299642,0.7960134323597139,0.5898386346677584,0.7266542277545777,0.0,2488.40087890625,23.48008155822754,0.1558315213209499,9594.89453125,8099.70751953125,16.090917587280273,0.1836577020712998,1.0,1.0,1.0,3,3,3,0.1870065763786937,"[""chart_1"", ""chart_2"", ""chart_3""]","[""chart_1"", ""chart_2"", ""chart_3""]",0.08748634305737575,0.0,0.1870065763786937,3,"{""chart_1"": 0.3795100773254125, ""chart_2"": 0.1815096518106686, ""chart_3"": 0.0}",1,regular_grid,0.9686299015467632,512,369,0.1367822662601626,3,2,2,1.0,"[{""operation_index"": 1, ""operation"": ""modify_style"", ""score"": 0.0, ""visual_source"": ""operation_counterfactual"", ""code_evidence_diagnostic_only"": 1.0, ""changed_pixel_rate"": 0.00418678014905149, ""counterfactual_noop_mse"": 4620.173828125, ""prediction_mse"": 8472.951171875}, {""operation_index"": 2, ""operation"": ""rename_label"", ""score"": 0.174372915720455, ""visual_source"": ""operation_counterfactual"", ""code_evidence_diagnostic_only"": 1.0, ""changed_pixel_rate"": 0.13472857384823847, ""counterfactual_noop_mse"": 9729.4677734375, ""prediction_mse"": 8032.912109375}, {""operation_index"": 3, ""operation"": ""preserve_unrelated_charts"", ""score"": 0.7960134323597139, ""visual_source"": ""preservation_region"", ""code_evidence_diagnostic_only"": null}]",,,,,,
synthetic_sample_920381,synthetic/sample_920381,synthetic,synthetic_relation_augmented_qc,air_quality,dashboard_aug_0344,3,funnel;dot_plot;pie,multi_chart_relation,3,modify_color;preserve_data_values;preserve_unrelated_charts,relation_augmented,"Highlight North in red in the 3 related subplots that show North, but do not change any plotted values or labels in the other subplots.",1,0,missing,failed,1,0.0,0.75,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,1,,,,,,,,,,[],,,,,,
synthetic_sample_920202,synthetic/sample_920202,synthetic,synthetic_relation_augmented_qc,consumer_prices,dashboard_aug_0314,4,candlestick;grouped_bar;area;dual_axis_line_bar,multi_chart_relation,2,delete_category_or_series;preserve_unrelated_charts,relation_augmented,"Remove the shared category or series West from every subplot where it is plotted, while preserving the remaining categories and chart layouts.",1,1,1400x1000,ok,0,1.0,1.0,1,0.5665318448223137,0.5471211758560891,0.5769837434964346,0.6730124949171196,0.6730124949171196,0.6666666666666666,0.6804108732719342,0.7582863751860949,0.610533133149147,1.0,2,0.31797475842217976,0.6718759280452133,0.44832727441859815,0.8949472292266691,0.0,2945.363525390625,26.576725006103516,0.5471211758560891,14170.0615234375,6417.32080078125,24.38605499267578,0.3054491988237412,0.6666666666666666,0.5,1.0,2,4,2,0.7582863751860949,"[""chart_2"", ""chart_3""]","[""chart_1"", ""chart_2"", ""chart_3"", ""chart_4""]",0.6619149273848978,0.6,0.6822196374171052,5,"{""chart_1"": 0.6791985630989075, ""chart_2"": 0.5373075708856598, ""chart_3"": 0.97926517948653, ""chart_4"": 0.45704049842833383}",1,regular_grid,0.9686299015467632,512,369,0.11802379742547425,2,1,1,1.0,"[{""operation_index"": 1, ""operation"": ""delete_category_or_series"", ""score"": 0.5471211758560891, ""visual_source"": ""operation_counterfactual"", ""code_evidence_diagnostic_only"": 0.0, ""changed_pixel_rate"": 0.11802379742547425, ""counterfactual_noop_mse"": 14170.0615234375, ""prediction_mse"": 6417.32080078125}, {""operation_index"": 2, ""operation"": ""preserve_unrelated_charts"", ""score"": 0.6718759280452133, ""visual_source"": ""preservation_region"", ""code_evidence_diagnostic_only"": null}]",,,,,,
